ano,mes_numero,mes,data,categoria,subcategoria,indicador,indicador_completo,valor
2021,9,SET,2021-09-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2021,9,SET,2021-09-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,5.0
2021,9,SET,2021-09-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,1.0
2021,9,SET,2021-09-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
2021,9,SET,2021-09-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,1.0
2021,9,SET,2021-09-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2021,9,SET,2021-09-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2021,9,SET,2021-09-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,2.0
2021,9,SET,2021-09-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,0.0
2021,9,SET,2021-09-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2021,9,SET,2021-09-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,0.0
2021,9,SET,2021-09-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2021,9,SET,2021-09-01,SAÚDE,,Internações,Internações,1.0
2021,9,SET,2021-09-01,SAÚDE,,Saúde clínica,Saúde clínica,10.0
2021,9,SET,2021-09-01,SAÚDE,,Saúde mental,Saúde mental,17.0
2021,9,SET,2021-09-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,0.0
2021,9,SET,2021-09-01,,,Atendimento familiar,Atendimento familiar,29.0
2021,9,SET,2021-09-01,,,Atendimentos individual,Atendimentos individual,62.0
2021,9,SET,2021-09-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2021,9,SET,2021-09-01,,,Desligamentos,Desligamentos,0.0
2021,9,SET,2021-09-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),3.0
2021,9,SET,2021-09-01,,,Efetivos na casa,Efetivos na casa,16.0
2021,9,SET,2021-09-01,,,Evasão,Evasão,4.0
2021,9,SET,2021-09-01,,,Interface com educação,Interface com educação,27.0
2021,9,SET,2021-09-01,,,Interface com judiciário,Interface com judiciário,4.0
2021,9,SET,2021-09-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,20.0
2021,9,SET,2021-09-01,,,Interface com saúde,Interface com saúde,26.0
2021,9,SET,2021-09-01,,,Novos ingressos,Novos ingressos,1.0
2021,9,SET,2021-09-01,,,PIAs / Relatórios,PIAs / Relatórios,10.0
2021,9,SET,2021-09-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",8.0
2021,9,SET,2021-09-01,,,Transferências,Transferências,1.0
2021,9,SET,2021-09-01,,,Visitas Domiciliares,Visitas Domiciliares,3.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,4.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,0.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,1.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2021,10,OUT,2021-10-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,0.0
2021,10,OUT,2021-10-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,6.0
2021,10,OUT,2021-10-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2021,10,OUT,2021-10-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,0.0
2021,10,OUT,2021-10-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2021,10,OUT,2021-10-01,SAÚDE,,Internações,Internações,0.0
2021,10,OUT,2021-10-01,SAÚDE,,Saúde clínica,Saúde clínica,12.0
2021,10,OUT,2021-10-01,SAÚDE,,Saúde mental,Saúde mental,25.0
2021,10,OUT,2021-10-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,0.0
2021,10,OUT,2021-10-01,,,Atendimento familiar,Atendimento familiar,24.0
2021,10,OUT,2021-10-01,,,Atendimentos individual,Atendimentos individual,58.0
2021,10,OUT,2021-10-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2021,10,OUT,2021-10-01,,,Desligamentos,Desligamentos,0.0
2021,10,OUT,2021-10-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),3.0
2021,10,OUT,2021-10-01,,,Efetivos na casa,Efetivos na casa,15.0
2021,10,OUT,2021-10-01,,,Evasão,Evasão,3.0
2021,10,OUT,2021-10-01,,,Interface com educação,Interface com educação,18.0
2021,10,OUT,2021-10-01,,,Interface com judiciário,Interface com judiciário,6.0
2021,10,OUT,2021-10-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,12.0
2021,10,OUT,2021-10-01,,,Interface com saúde,Interface com saúde,10.0
2021,10,OUT,2021-10-01,,,Novos ingressos,Novos ingressos,1.0
2021,10,OUT,2021-10-01,,,PIAs / Relatórios,PIAs / Relatórios,13.0
2021,10,OUT,2021-10-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",9.0
2021,10,OUT,2021-10-01,,,Transferências,Transferências,0.0
2021,10,OUT,2021-10-01,,,Visitas Domiciliares,Visitas Domiciliares,0.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,4.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,0.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,1.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2021,11,NOV,2021-11-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,0.0
2021,11,NOV,2021-11-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,6.0
2021,11,NOV,2021-11-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2021,11,NOV,2021-11-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,0.0
2021,11,NOV,2021-11-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2021,11,NOV,2021-11-01,SAÚDE,,Internações,Internações,0.0
2021,11,NOV,2021-11-01,SAÚDE,,Saúde clínica,Saúde clínica,12.0
2021,11,NOV,2021-11-01,SAÚDE,,Saúde mental,Saúde mental,25.0
2021,11,NOV,2021-11-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,0.0
2021,11,NOV,2021-11-01,,,Atendimento familiar,Atendimento familiar,24.0
2021,11,NOV,2021-11-01,,,Atendimentos individual,Atendimentos individual,58.0
2021,11,NOV,2021-11-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2021,11,NOV,2021-11-01,,,Desligamentos,Desligamentos,1.0
2021,11,NOV,2021-11-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),0.0
2021,11,NOV,2021-11-01,,,Efetivos na casa,Efetivos na casa,18.0
2021,11,NOV,2021-11-01,,,Evasão,Evasão,0.0
2021,11,NOV,2021-11-01,,,Interface com educação,Interface com educação,25.0
2021,11,NOV,2021-11-01,,,Interface com judiciário,Interface com judiciário,6.0
2021,11,NOV,2021-11-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,15.0
2021,11,NOV,2021-11-01,,,Interface com saúde,Interface com saúde,10.0
2021,11,NOV,2021-11-01,,,Novos ingressos,Novos ingressos,2.0
2021,11,NOV,2021-11-01,,,PIAs / Relatórios,PIAs / Relatórios,5.0
2021,11,NOV,2021-11-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",5.0
2021,11,NOV,2021-11-01,,,Transferências,Transferências,1.0
2021,11,NOV,2021-11-01,,,Visitas Domiciliares,Visitas Domiciliares,1.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,4.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,0.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,1.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2021,12,DEZ,2021-12-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,0.0
2021,12,DEZ,2021-12-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,6.0
2021,12,DEZ,2021-12-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2021,12,DEZ,2021-12-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,0.0
2021,12,DEZ,2021-12-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2021,12,DEZ,2021-12-01,SAÚDE,,Internações,Internações,0.0
2021,12,DEZ,2021-12-01,SAÚDE,,Saúde clínica,Saúde clínica,12.0
2021,12,DEZ,2021-12-01,SAÚDE,,Saúde mental,Saúde mental,25.0
2021,12,DEZ,2021-12-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,12.0
2021,12,DEZ,2021-12-01,,,Atendimento familiar,Atendimento familiar,24.0
2021,12,DEZ,2021-12-01,,,Atendimentos individual,Atendimentos individual,58.0
2021,12,DEZ,2021-12-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2021,12,DEZ,2021-12-01,,,Desligamentos,Desligamentos,0.0
2021,12,DEZ,2021-12-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),3.0
2021,12,DEZ,2021-12-01,,,Efetivos na casa,Efetivos na casa,14.0
2021,12,DEZ,2021-12-01,,,Evasão,Evasão,0.0
2021,12,DEZ,2021-12-01,,,Interface com educação,Interface com educação,39.0
2021,12,DEZ,2021-12-01,,,Interface com judiciário,Interface com judiciário,6.0
2021,12,DEZ,2021-12-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,12.0
2021,12,DEZ,2021-12-01,,,Interface com saúde,Interface com saúde,10.0
2021,12,DEZ,2021-12-01,,,Novos ingressos,Novos ingressos,1.0
2021,12,DEZ,2021-12-01,,,PIAs / Relatórios,PIAs / Relatórios,8.0
2021,12,DEZ,2021-12-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",7.0
2021,12,DEZ,2021-12-01,,,Transferências,Transferências,0.0
2021,12,DEZ,2021-12-01,,,Visitas Domiciliares,Visitas Domiciliares,0.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,0.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,2.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,3.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,12.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2022,1,JAN,2022-01-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,0.0
2022,1,JAN,2022-01-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,0.0
2022,1,JAN,2022-01-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2022,1,JAN,2022-01-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,0.0
2022,1,JAN,2022-01-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2022,1,JAN,2022-01-01,SAÚDE,,Internações,Internações,0.0
2022,1,JAN,2022-01-01,SAÚDE,,Saúde clínica,Saúde clínica,11.0
2022,1,JAN,2022-01-01,SAÚDE,,Saúde mental,Saúde mental,27.0
2022,1,JAN,2022-01-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,0.0
2022,1,JAN,2022-01-01,,,Atendimento familiar,Atendimento familiar,31.0
2022,1,JAN,2022-01-01,,,Atendimentos individual,Atendimentos individual,40.0
2022,1,JAN,2022-01-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2022,1,JAN,2022-01-01,,,Desligamentos,Desligamentos,0.0
2022,1,JAN,2022-01-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),0.0
2022,1,JAN,2022-01-01,,,Efetivos na casa,Efetivos na casa,15.0
2022,1,JAN,2022-01-01,,,Evasão,Evasão,2.0
2022,1,JAN,2022-01-01,,,Interface com educação,Interface com educação,9.0
2022,1,JAN,2022-01-01,,,Interface com judiciário,Interface com judiciário,8.0
2022,1,JAN,2022-01-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,10.0
2022,1,JAN,2022-01-01,,,Interface com saúde,Interface com saúde,18.0
2022,1,JAN,2022-01-01,,,Novos ingressos,Novos ingressos,0.0
2022,1,JAN,2022-01-01,,,PIAs / Relatórios,PIAs / Relatórios,17.0
2022,1,JAN,2022-01-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",6.0
2022,1,JAN,2022-01-01,,,Transferências,Transferências,0.0
2022,1,JAN,2022-01-01,,,Visitas Domiciliares,Visitas Domiciliares,2.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2022,2,FEV,2022-02-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,0.0
2022,2,FEV,2022-02-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,0.0
2022,2,FEV,2022-02-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2022,2,FEV,2022-02-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,2.0
2022,2,FEV,2022-02-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2022,2,FEV,2022-02-01,SAÚDE,,Internações,Internações,0.0
2022,2,FEV,2022-02-01,SAÚDE,,Saúde clínica,Saúde clínica,8.0
2022,2,FEV,2022-02-01,SAÚDE,,Saúde mental,Saúde mental,15.0
2022,2,FEV,2022-02-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,0.0
2022,2,FEV,2022-02-01,,,Atendimento familiar,Atendimento familiar,6.0
2022,2,FEV,2022-02-01,,,Atendimentos individual,Atendimentos individual,28.0
2022,2,FEV,2022-02-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2022,2,FEV,2022-02-01,,,Desligamentos,Desligamentos,1.0
2022,2,FEV,2022-02-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),0.0
2022,2,FEV,2022-02-01,,,Efetivos na casa,Efetivos na casa,14.0
2022,2,FEV,2022-02-01,,,Evasão,Evasão,1.0
2022,2,FEV,2022-02-01,,,Interface com educação,Interface com educação,3.0
2022,2,FEV,2022-02-01,,,Interface com judiciário,Interface com judiciário,2.0
2022,2,FEV,2022-02-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,15.0
2022,2,FEV,2022-02-01,,,Interface com saúde,Interface com saúde,11.0
2022,2,FEV,2022-02-01,,,Novos ingressos,Novos ingressos,0.0
2022,2,FEV,2022-02-01,,,PIAs / Relatórios,PIAs / Relatórios,5.0
2022,2,FEV,2022-02-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",4.0
2022,2,FEV,2022-02-01,,,Transferências,Transferências,0.0
2022,2,FEV,2022-02-01,,,Visitas Domiciliares,Visitas Domiciliares,1.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,0.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,0.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,3.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2022,3,MAR,2022-03-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,0.0
2022,3,MAR,2022-03-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,0.0
2022,3,MAR,2022-03-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2022,3,MAR,2022-03-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,0.0
2022,3,MAR,2022-03-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2022,3,MAR,2022-03-01,SAÚDE,,Internações,Internações,0.0
2022,3,MAR,2022-03-01,SAÚDE,,Saúde clínica,Saúde clínica,9.0
2022,3,MAR,2022-03-01,SAÚDE,,Saúde mental,Saúde mental,17.0
2022,3,MAR,2022-03-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,12.0
2022,3,MAR,2022-03-01,,,Atendimento familiar,Atendimento familiar,27.0
2022,3,MAR,2022-03-01,,,Atendimentos individual,Atendimentos individual,41.0
2022,3,MAR,2022-03-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2022,3,MAR,2022-03-01,,,Desligamentos,Desligamentos,0.0
2022,3,MAR,2022-03-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),0.0
2022,3,MAR,2022-03-01,,,Efetivos na casa,Efetivos na casa,14.0
2022,3,MAR,2022-03-01,,,Evasão,Evasão,0.0
2022,3,MAR,2022-03-01,,,Interface com educação,Interface com educação,39.0
2022,3,MAR,2022-03-01,,,Interface com judiciário,Interface com judiciário,10.0
2022,3,MAR,2022-03-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,12.0
2022,3,MAR,2022-03-01,,,Interface com saúde,Interface com saúde,11.0
2022,3,MAR,2022-03-01,,,Novos ingressos,Novos ingressos,1.0
2022,3,MAR,2022-03-01,,,PIAs / Relatórios,PIAs / Relatórios,8.0
2022,3,MAR,2022-03-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",7.0
2022,3,MAR,2022-03-01,,,Transferências,Transferências,0.0
2022,3,MAR,2022-03-01,,,Visitas Domiciliares,Visitas Domiciliares,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,Ensino regular,matriculados,Ensino regular - matriculados,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,SCFV,"Outros: Reforço escolar, psicopedagoga, trabalho educativo","SCFV - Outros: Reforço escolar, psicopedagoga, trabalho educativo",0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,SCFV,aguardando vaga,SCFV - aguardando vaga,0.0
2022,4,ABR,2022-04-01,EDUCAÇÃO,SCFV,matriculados,SCFV - matriculados,0.0
2022,4,ABR,2022-04-01,PROFISSIONALIZAÇÃO,,Encaminhados para curso profissionalizante,Encaminhados para curso profissionalizante,0.0
2022,4,ABR,2022-04-01,PROFISSIONALIZAÇÃO,,Encaminhados para mercado de trabalho,Encaminhados para mercado de trabalho,0.0
2022,4,ABR,2022-04-01,PROFISSIONALIZAÇÃO,,Inseridos em curso profissionalizante,Inseridos em curso profissionalizante,0.0
2022,4,ABR,2022-04-01,PROFISSIONALIZAÇÃO,,Inseridos no mercado de trabalho,Inseridos no mercado de trabalho,0.0
2022,4,ABR,2022-04-01,SAÚDE,,Internações,Internações,0.0
2022,4,ABR,2022-04-01,SAÚDE,,Saúde clínica,Saúde clínica,8.0
2022,4,ABR,2022-04-01,SAÚDE,,Saúde mental,Saúde mental,12.0
2022,4,ABR,2022-04-01,,,Apadrinhamento afetivo,Apadrinhamento afetivo,0.0
2022,4,ABR,2022-04-01,,,Atendimento familiar,Atendimento familiar,5.0
2022,4,ABR,2022-04-01,,,Atendimentos individual,Atendimentos individual,10.0
2022,4,ABR,2022-04-01,,,Colocação em família substituta,Colocação em família substituta,0.0
2022,4,ABR,2022-04-01,,,Desligamentos,Desligamentos,0.0
2022,4,ABR,2022-04-01,,,Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),1.0
2022,4,ABR,2022-04-01,,,Efetivos na casa,Efetivos na casa,15.0
2022,4,ABR,2022-04-01,,,Evasão,Evasão,0.0
2022,4,ABR,2022-04-01,,,Interface com educação,Interface com educação,10.0
2022,4,ABR,2022-04-01,,,Interface com judiciário,Interface com judiciário,5.0
2022,4,ABR,2022-04-01,,,Interface com rede socioassistencial,Interface com rede socioassistencial,7.0
2022,4,ABR,2022-04-01,,,Interface com saúde,Interface com saúde,6.0
2022,4,ABR,2022-04-01,,,Novos ingressos,Novos ingressos,1.0
2022,4,ABR,2022-04-01,,,PIAs / Relatórios,PIAs / Relatórios,3.0
2022,4,ABR,2022-04-01,,,"Reunião de equipe (técnica, casa, coordenação, gerente)","Reunião de equipe (técnica, casa, coordenação, gerente)",3.0
2022,4,ABR,2022-04-01,,,Transferências,Transferências,0.0
2022,4,ABR,2022-04-01,,,Visitas Domiciliares,Visitas Domiciliares,0.0
2022,5,MAI,2022-05-01,EDUCAÇÃO,Ensino EJA,aguardando vaga,Ensino EJA - aguardando vaga,0.0
2022,5,MAI,2022-05-01,EDUCAÇÃO,Ensino EJA,matriculados,Ensino EJA - matriculados,0.0
2022,5,MAI,2022-05-01,EDUCAÇÃO,Ensino infantil,aguardando vaga,Ensino infantil - aguardando vaga,0.0
2022,5,MAI,2022-05-01,EDUCAÇÃO,Ensino infantil,matriculados,Ensino infantil - matriculados,0.0
2022,5,MAI,2022-05-01,EDUCAÇÃO,Ensino regular,aguardando vaga,Ensino regular - aguardando vaga,0.0
